playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
1,156.0,27.0,13.277029914529916,2.8,0.2,0.6,40.6%,0.7,2.0,33.4%,0.2,0.3,87.8%,0.3,0.7,0.9,0.7,0.4,0.4,0.0,0.1,1.7,0.9,1.7,007025,"MATTISSECK, JONAS",24,https://media-cdn.incrowdsports.com/f233c467-32fb-41af-807b-07660af5fa2c.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
2,140.0,30.0,9.190714285714286,2.3,0.6,1.1,53%,0.3,0.9,34.4%,0.2,0.3,66%,0.5,0.8,1.3,0.3,0.2,0.2,0.2,0.1,1.5,0.4,1.8,004941,"ANTONOV, SEMEN",32,https://media-cdn.incrowdsports.com/5fd80688-4e9c-434c-b051-1471ccdcb625.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
3,209.0,118.0,17.61164274322169,3.3,0.6,1.2,46%,0.6,1.7,33.9%,0.4,0.5,79.6%,0.5,1.0,1.5,0.6,0.7,0.5,0.1,0.1,2.6,1.1,2.2,LUO,"LAZIC, BRANKO",35,https://media-cdn.incrowdsports.com/6dcc04d5-821e-4113-a665-029a43d76425.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
4,137.0,18.0,9.327372262773721,1.7,0.5,1.0,47%,0.2,0.6,38.3%,0.1,0.2,50%,0.5,0.8,1.3,1.0,0.5,0.4,0.1,0.1,1.4,0.4,2.4,003521,"BALBAY, DOGUS",33,https://media-cdn.incrowdsports.com/0a0748cc-b881-47d6-a8ff-19a51b692cb0.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
5,170.0,31.0,11.358039215686274,4.4,0.6,1.2,50%,1.0,2.5,39.6%,0.3,0.3,90.2%,0.1,0.5,0.6,0.4,0.2,0.2,0.0,0.1,1.1,0.4,2.5,002969,"MAHMUTOGLU, MELIH",34,https://media-cdn.cortextech.io/f3c95ee0-c4ac-4f3a-ae7a-fb6dfd3723b9.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
6,154.0,32.0,14.028030303030302,3.8,0.8,1.6,50.4%,0.6,2.1,29.7%,0.3,0.5,60.2%,0.7,1.4,2.1,0.4,0.3,0.5,0.1,0.1,1.5,0.7,2.8,006251,"SCHNEIDER, TIM",27,https://media-cdn.incrowdsports.com/3c4d48d7-a0e1-4375-9246-2d9fc7bf969a.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
7,155.0,44.0,10.048172043010753,3.1,0.8,1.5,52.8%,0.4,0.9,37.9%,0.4,0.5,81.2%,0.5,1.0,1.5,0.7,0.3,0.5,0.0,0.1,1.5,0.7,2.8,005145,"COHEN, JAKE",34,https://media-cdn.incrowdsports.com/e8d3f0dc-cce9-4329-9d5b-03c76519199d.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png
8,141.0,41.0,14.14420803782506,3.8,1.0,1.8,52.7%,0.5,1.6,31.4%,0.4,0.5,76.5%,0.7,1.2,1.9,1.2,0.6,0.9,0.1,0.2,2.0,0.8,3.2,008211,"DELOW, MALTE",23,https://media-cdn.incrowdsports.com/4402c134-97e3-485e-ac5d-ea9bdb7bba28.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
9,145.0,22.0,10.566206896551723,3.4,1.0,1.9,55.1%,0.1,0.4,28.6%,1.0,1.3,75.3%,0.8,1.3,2.1,0.4,0.2,0.7,0.5,0.1,2.2,1.3,3.4,003540,"DIOP, ILIMANE",25,https://media-cdn.incrowdsports.com/06ba4860-2029-41d9-af38-d7c646068cfc.png,BAS,TDS,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png
10,108.0,35.0,15.60679012345679,3.9,0.4,0.9,44.3%,1.0,2.5,40.4%,0.1,0.1,76.9%,0.6,1.5,2.1,1.2,0.4,0.7,0.4,0.1,2.0,0.3,3.6,BFX,"MONIA, SERGEY",37,https://media-cdn.incrowdsports.com/d3e66f80-1885-4da3-bf68-0282f1611f82.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png
11,135.0,24.0,14.747654320987655,4.6,0.7,1.7,42.2%,0.8,2.1,36.9%,0.9,1.1,83.3%,0.2,0.6,0.8,1.7,0.3,1.0,0.0,0.1,1.6,1.6,3.7,008099,"STRAZEL, MATTHEW",22,https://media-cdn.cortextech.io/62264af8-6ced-4c06-9917-b872092fe532.png,ASV;MCO,ASV;ASM,LDLC ASVEL Villeurbanne;AS Monaco,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
12,161.0,87.0,17.380331262939958,4.8,1.1,1.9,57%,0.7,1.9,37.3%,0.6,0.9,73.7%,0.7,1.0,1.7,1.0,0.4,0.7,0.1,0.2,2.0,0.9,3.9,006546,"TAYLOR, JEFFERY",32,https://media-cdn.cortextech.io/900e0281-8293-403f-a89d-3c52b99e5df7.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
13,122.0,64.0,9.943989071038253,3.3,1.4,2.1,67.3%,0.0,0.0,0%,0.5,1.0,49.6%,1.0,1.3,2.3,0.5,0.4,0.6,0.3,0.2,1.8,1.0,3.9,006399,"DUVERIOGLU, AHMET",28,https://media-cdn.incrowdsports.com/409afc2e-19a2-4764-badd-a4c751aec011.png,IST;ULK,EFS;FNB,Anadolu Efes Istanbul;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
14,119.0,35.0,17.04593837535014,6.1,0.6,1.5,41.4%,1.3,3.0,44%,0.9,1.0,86.1%,0.3,0.6,0.9,1.1,0.4,0.6,0.0,0.2,1.9,1.4,4.6,000436,"BERTANS, DAIRIS",31,https://media-cdn.incrowdsports.com/cd515747-e45e-4ce4-97e6-933e25a07e55.png,DAR;MIL;KHI,DDI;AXM;KHI,Darussafaka Basketbol;EA7 Emporio Armani Milan;BC Khimki,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png
15,210.0,23.0,13.832301587301588,4.8,0.4,1.0,42.5%,1.0,2.7,38.1%,0.8,0.9,90.9%,0.5,1.1,1.5,1.1,0.7,0.4,0.0,0.1,1.9,1.4,4.7,007990,"DIBARTOLOMEO, JOHN",33,https://media-cdn.cortextech.io/8d21b46c-77f3-4241-834a-c819a514fc58.png,TEL,MTA,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png
16,152.0,63.0,18.986184210526318,5.3,1.1,2.3,47.2%,0.8,2.2,33.3%,0.8,1.0,84%,0.6,1.9,2.5,0.7,0.4,0.7,0.1,0.2,1.9,1.4,4.8,KIR,"KAHUDI, CHARLES",38,https://media-cdn.incrowdsports.com/09c42084-be1d-4b65-b880-9544effea93a.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
17,155.0,96.0,15.610430107526883,4.9,1.9,3.7,52.4%,0.1,0.3,31.9%,0.7,1.1,68.2%,0.9,1.6,2.5,0.7,0.3,0.9,0.3,0.2,1.6,1.4,5.0,LEM,"RADOSEVIC, LEON",31,https://media-cdn.incrowdsports.com/f2672ef8-4d0b-4018-b5a3-3ef671903ef7.png,BAM;MUN,BRO;BAY,Bamberger Basketball GmbH;FC Bayern Munich,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
18,155.0,76.0,19.016774193548386,7.5,1.1,2.3,51%,1.5,3.9,37.2%,0.9,1.1,78.7%,0.4,1.2,1.5,0.9,0.4,0.7,0.0,0.3,1.8,1.2,5.1,004761,"MARINKOVIC, VANJA",27,https://media-cdn.cortextech.io/ac54fafe-cc49-4d7d-b908-d18b7ddc38b3.png,PAM;BAS;PAR,VBC;BKN;PAR,Valencia Basket;Baskonia Vitoria-Gasteiz;Partizan Mozzart Bet Belgrade,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
19,116.0,26.0,19.774281609195402,3.9,0.6,1.3,42.7%,0.7,2.3,30.1%,0.7,0.9,76.9%,0.3,1.6,1.9,3.3,0.8,1.2,0.1,0.1,2.2,1.4,5.4,LME,"MARKOVIC, STEFAN",34,https://media-cdn.incrowdsports.com/b00db9c1-d63e-4645-a1a9-df3963fe533f.png,MAL;KHI;RED,UNI;KHI;CZV,Unicaja Malaga;BC Khimki;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
20,156.0,102.0,21.525534188034186,5.7,1.3,2.5,49.6%,0.8,2.0,41.4%,0.7,0.8,82.3%,0.4,1.5,1.9,1.6,1.2,0.7,0.1,0.2,2.6,1.0,5.4,005014,"JENKINS, CHARLES",31,https://media-cdn.incrowdsports.com/8c066c12-d0a2-4efd-b648-66abbf812216.png,MIL;KHI;RED;OLY,EA7;KHI;CZV;OLY,EA7 Emporio Armani Milan;BC Khimki;Crvena Zvezda Meridianbet Belgrade;Olympiacos Piraeus,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
21,174.0,53.0,21.31264367816092,7.4,0.6,1.2,50.7%,1.8,4.3,42.6%,0.7,0.8,85.5%,0.3,1.1,1.4,0.8,0.6,0.6,0.1,0.1,2.0,1.1,5.4,KPD,"MILAKNIS, ARTURAS",35,https://media-cdn.incrowdsports.com/b2c240e5-4df1-4ddc-8314-94c8429f1e40.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
22,168.0,80.0,14.157142857142858,6.3,1.9,3.1,61.3%,0.5,1.6,32%,1.0,1.2,78.4%,0.9,1.6,2.5,0.7,0.3,0.7,0.4,0.2,2.5,1.1,5.4,002968,"SANLI, SERTAC",33,https://media-cdn.cortextech.io/1dU3kpCqReRp93/1BSdBWIjCbqck7/60394ce8-610a-4994-81ab-382db3c34f54.png,IST;BAR;ULK,EFS;BAR;FBB,Anadolu Efes Istanbul;FC Barcelona;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
23,157.0,60.0,17.270063694267517,6.3,0.6,1.2,45.9%,1.5,3.3,45%,0.7,0.8,86.9%,0.6,1.4,2.0,0.6,0.6,0.4,0.2,0.1,2.2,1.2,5.5,003478,"ABRINES, ALEX",31,https://media-cdn.incrowdsports.com/47795ee0-c812-487a-be8a-67900a5ab8d5.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
24,119.0,54.0,19.134453781512605,6.6,1.4,2.9,48.7%,0.9,2.8,33.5%,1.0,1.2,85.6%,0.4,1.3,1.7,1.4,0.5,1.1,0.0,0.2,1.6,1.8,5.5,000229,"JACKSON, EDWIN",35,https://media-cdn.cortextech.io/b6d8b256-85dc-407d-a292-9d54802109cf.png,MAL;BAR;BUD;ASV,UNI;FCB;BUD;ASV,Unicaja Malaga;FC Barcelona;KK Buducnost;LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
25,119.0,54.0,16.955742296918768,5.4,0.9,1.8,47.7%,1.1,2.6,41.3%,0.4,0.6,62.3%,0.7,2.0,2.7,0.9,0.4,0.5,0.4,0.1,1.8,0.8,5.5,LHI,"VORONTSEVICH, ANDREY",34,https://media-cdn.incrowdsports.com/a09676f1-c672-4835-92fd-da0b236af387.png,CSK;UNK,CSK;UNK,CSKA Moscow;UNICS Kazan,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png
26,206.0,62.0,16.70881877022654,6.8,1.4,2.7,52.5%,1.1,2.9,36.3%,0.7,1.0,76.8%,0.5,1.3,1.8,0.8,0.6,0.8,0.1,0.1,1.4,1.2,5.6,004007,"DOBRIC, OGNJEN",30,https://media-cdn.cortextech.io/80c68581-78c5-44b8-b3ea-21555bfaff4f.png,VIR;RED,VIR;CZV,Virtus Bologna;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
27,160.0,37.0,17.403020833333333,6.3,1.4,2.7,51.3%,0.9,2.1,43.2%,0.9,1.0,84.1%,0.8,1.6,2.3,0.9,0.6,0.8,0.2,0.2,2.1,1.2,5.8,001557,"GIFFEY, NIELS",33,https://media-cdn.cortextech.io/4238ce12-6d72-4f5a-83dd-fc4a970e13b9.png,BER;ZAL;MUN,BER;ZAL;BAY,ALBA Berlin;Zalgiris Kaunas;FC Bayern Munich,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
28,186.0,92.0,18.024283154121864,5.9,1.2,2.5,48.8%,0.9,2.3,40%,0.8,1.0,78.5%,0.5,2.0,2.5,1.6,0.4,0.8,0.0,0.1,1.6,1.1,6.2,003733,"ABALDE, ALBERTO",29,https://media-cdn.cortextech.io/72807eac-571d-4e7b-ac26-93986d5d0e80.png,PAM;MAD,VBC;RMB,Valencia Basket;Real Madrid,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
29,138.0,70.0,17.586473429951692,6.0,1.0,2.2,45.9%,1.0,2.6,39.4%,0.9,1.0,84.6%,0.3,1.8,2.1,3.1,0.5,1.7,0.0,0.1,2.1,1.4,6.3,002543,"WESTERMANN, LEO",29,https://media-cdn.incrowdsports.com/d16e0a60-9556-4a0b-baaa-53b11e2315a4.png,LMG;CSK;ZAL;BAR;ULK;MCO,LIM;CSK;ZAL;FCB;FNB;ASM,Limoges Cercle Saint-Pierre;CSKA Moscow;Zalgiris Kaunas;FC Barcelona;Fenerbahce Beko Istanbul;AS Monaco,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
30,171.0,105.0,17.4088693957115,5.9,1.3,2.5,50.6%,0.9,2.4,37.8%,0.8,1.0,75.1%,0.7,2.2,2.9,0.9,0.5,0.6,0.2,0.2,1.4,1.0,6.3,005938,"ANDERSON, JAMES",32,https://media-cdn.incrowdsports.com/30d59b37-be28-4696-9dbe-6f5fa7273fc1.png,DAR;KHI;IST,DDI;KHI;EFS,Darussafaka Basketbol;BC Khimki;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png;https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
31,124.0,25.0,23.419086021505375,8.9,1.4,2.8,49%,1.8,4.7,38.9%,0.6,0.8,71.3%,0.5,1.9,2.4,0.8,0.8,0.7,0.1,0.2,2.2,1.1,6.4,002429,"RIVERS, KC",34,https://media-cdn.incrowdsports.com/3605f61f-bb51-48b0-806a-a50629802f2b.png,MAD;PAN;ZAL;DYR;MUN,RMB;PAO;ZAL;ZEN;BAY,Real Madrid;Panathinaikos AKTOR Athens;Zalgiris Kaunas;Zenit St Petersburg;FC Bayern Munich,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/4c571fd6-52f1-428c-94a5-9143fbbb4fe3.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
32,144.0,23.0,15.732754629629632,9.0,1.8,3.1,57.9%,1.4,3.6,39.7%,1.1,1.1,93.3%,0.3,0.9,1.2,0.6,0.3,0.6,0.1,0.2,1.6,1.4,6.5,001960,"CARROLL, JAYCEE",37,https://media-cdn.incrowdsports.com/4a5fe03a-15f0-460a-b65f-ffeebb39e5a1.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png
33,143.0,20.0,16.01923076923077,7.4,2.0,3.7,54.9%,0.8,1.9,42.3%,1.0,1.2,80.2%,0.8,1.6,2.4,0.5,0.3,0.7,0.1,0.3,1.2,1.1,6.5,006599,"MOTUM, BROCK",31,https://media-cdn.incrowdsports.com/9d5dd223-7b8b-4b5e-9a22-20852f26b78f.png,ZAL;IST;PAM;MCO,ZAL;EFS;VBC;ASM,Zalgiris Kaunas;Anadolu Efes Istanbul;Valencia Basket;AS Monaco,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
34,169.0,90.0,19.008579881656804,5.2,1.1,1.9,56.4%,0.8,2.0,38.1%,0.8,1.0,82%,0.7,2.4,3.1,1.0,0.7,0.8,0.2,0.1,1.8,1.2,6.6,000556,"CLAVER, VICTOR",35,https://media-cdn.incrowdsports.com/980e6d85-289c-47ce-b2b8-e9f25a8ec017.png,TIV;BAR;PAM,LOK;FCB;VBC,Lokomotiv Kuban;FC Barcelona;Valencia Basket,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
35,263.0,16.0,16.013751584283906,6.8,1.8,3.5,50.2%,0.7,1.8,38.9%,1.1,1.3,85%,0.2,0.9,1.1,2.2,0.4,1.3,0.0,0.2,1.6,2.2,6.6,003210,"LEKAVICIUS, LUKAS",30,https://media-cdn.incrowdsports.com/e03b2138-ce9d-477b-9745-555d0ff9adb0.png,PAN;ZAL,PAO;ZAL,Panathinaikos AKTOR Athens;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
36,184.0,164.0,19.317028985507246,5.2,1.0,1.9,55.2%,0.7,1.6,40.9%,1.1,1.3,82.6%,1.0,2.3,3.3,1.1,0.5,0.8,0.3,0.2,2.0,1.3,6.7,JLX,"KURBANOV, NIKITA",35,https://media-cdn.incrowdsports.com/cf7bb2be-da56-4f87-ac38-d91749bb9e17.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png
37,135.0,64.0,19.30074074074074,9.3,1.5,3.5,44.2%,1.6,4.2,37.4%,1.5,1.9,81.7%,0.3,2.0,2.3,1.2,0.7,1.2,0.1,0.4,2.1,1.8,6.8,008989,"HILLIARD, DARRUN",29,https://media-cdn.incrowdsports.com/093f8c89-2e15-43c1-9bbf-2f48e5e23468.png,BAS;CSK;MUN;TEL,KBA;CSK;BAY;MTA,Baskonia Vitoria-Gasteiz;CSKA Moscow;FC Bayern Munich;Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png
38,167.0,53.0,18.211576846307388,5.6,1.2,2.2,57.3%,0.7,1.9,38.2%,1.0,1.3,77.9%,0.6,2.1,2.7,0.9,0.7,0.6,0.2,0.1,1.8,1.6,6.9,007960,"DAVIDOVAC, DEJAN",29,https://media-cdn.cortextech.io/1f3790c6-a754-4e43-b322-9c50695d71d5.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
39,246.0,142.0,18.12350948509485,7.0,1.6,2.9,55.2%,1.0,2.3,41.9%,0.9,1.2,72.6%,0.4,1.4,1.8,1.6,0.5,1.0,0.1,0.2,1.6,1.7,6.9,001392,"CAUSEUR, FABIEN",37,https://media-cdn.incrowdsports.com/c02a4dc6-4b7f-4b9e-89ae-10a8ed78fd34.png,BAS;BAM;MAD;MIL,LBO;BRO;RMB;EA7,Baskonia Vitoria-Gasteiz;Bamberger Basketball GmbH;Real Madrid;EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png;https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png;https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png;https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
40,161.0,106.0,21.695238095238096,7.6,2.0,3.9,50.2%,0.8,2.1,39.1%,1.1,1.4,78.3%,0.6,1.7,2.2,1.4,0.7,1.1,0.1,0.2,2.1,1.9,6.9,003526,"LIGHTY, DAVID",36,https://media-cdn.cortextech.io/6eb519a5-da37-4b4b-bc03-467432aa3c8b.png,ASV,ASV,LDLC ASVEL Villeurbanne,https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png
41,145.0,109.0,16.0848275862069,5.3,2.0,3.2,62.2%,0.0,0.0,0%,1.3,1.9,68.1%,1.7,2.5,4.1,0.3,0.3,1.0,0.6,0.2,2.7,2.0,7.0,008004,"TARCZEWSKI, KALEB",28,https://media-cdn.incrowdsports.com/f276b900-872b-408d-9474-becf63a21411.png,MIL,AXM,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png
42,190.0,82.0,18.229649122807018,7.1,1.9,3.0,62%,0.8,2.2,36.2%,1.0,1.2,83.2%,1.0,2.4,3.4,0.8,0.4,1.0,0.1,0.2,2.2,1.5,7.1,007109,"SMITS, ROLANDS",29,https://media-cdn.cortextech.io/d4e2115d-e8a8-497e-9522-f11f7d7d0336.png,BAR;ZAL;IST,FCB;ZAL;EFS,FC Barcelona;Zalgiris Kaunas;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png
43,235.0,137.0,22.06063829787234,7.5,2.0,3.8,52.4%,0.9,2.7,31.8%,0.9,1.3,70.7%,0.7,2.4,3.0,1.1,0.5,0.9,0.3,0.2,1.7,1.6,7.1,005161,"PAPAPETROU, IOANNIS",30,https://media-cdn.incrowdsports.com/34435fbb-b543-4cdd-84f6-62cf44448c88.png,OLY;PAR;PAN,OLY;PAR;PAO,Olympiacos Piraeus;Partizan Mozzart Bet Belgrade;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
44,120.0,30.0,19.792777777777776,8.4,1.2,2.7,45.8%,1.7,3.7,46.1%,0.9,1.0,89.8%,0.2,1.3,1.5,1.8,0.4,1.1,0.0,0.1,1.6,1.6,7.4,004178,"KOPONEN, PETTERI",31,https://media-cdn.incrowdsports.com/5c9a31dd-c891-4ca0-89fa-8769213a08f6.png,KHI;BAR;MUN,KHI;FCB;BAY,BC Khimki;FC Barcelona;FC Bayern Munich,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png;https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
