playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl,season_year,season_code
146,8.0,0.0,13.6125,7.4,2.6,4.8,55.3%,0.0,0.0,0%,2.1,3.2,65.4%,2.2,2.2,4.5,0.5,0.1,0.6,0.1,1.0,2.1,2.9,8.5,LBJ,"STIMAC, VLADIMIR",28,https://media-cdn.cortextech.io/60b58eeb-cd9d-4737-9e61-c1e24dceeaee.png,RED,CZT,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2015,E2015
147,10.0,3.0,19.556666666666665,6.8,0.9,1.9,47.4%,1.1,2.8,39.3%,1.7,2.3,73.9%,0.9,3.2,4.1,1.0,0.1,0.8,0.0,0.1,1.9,2.7,8.6,BAE,"ANTIC, PERO",33,https://media-cdn.cortextech.io/befa3ab5-c9cc-40dd-9515-01d508639ff0.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
147,10.0,3.0,13.001666666666669,6.2,2.2,3.5,62.9%,0.0,0.3,0%,1.8,2.7,66.7%,0.7,2.2,2.9,0.4,0.1,0.5,0.9,0.5,1.0,2.6,8.6,005269,"SAMUELS, SAMARDO",26,https://media-cdn.cortextech.io/88ab5ca4-348f-46ad-a895-39cbac99a605.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2015,E2015
149,10.0,8.0,23.119999999999997,9.2,4.1,8.4,48.8%,0.0,0.1,0%,1.0,1.3,76.9%,0.9,3.2,4.1,1.0,1.2,1.0,1.1,0.3,2.8,0.9,8.7,003453,"THOMPSON, DEON",27,https://media-cdn.cortextech.io/c30556f0-9256-4246-9fa6-e5622ff44b05.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2015,E2015
150,9.0,4.0,15.864814814814814,6.8,3.0,4.2,71.1%,0.0,0.0,0%,0.8,1.8,43.8%,1.9,2.8,4.7,1.2,0.1,2.0,0.3,0.1,2.4,2.4,8.8,006527,"FESENKO, KYRYLO",29,https://media-cdn.cortextech.io/fda38f73-c834-4b3b-8532-3a24c0090d82.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
151,10.0,5.0,22.605,8.2,2.5,5.4,46.3%,0.5,2.0,25%,1.7,2.3,73.9%,1.8,2.9,4.7,0.8,1.1,1.5,0.9,0.4,2.5,2.6,8.9,006614,"SINGLETON, CHRIS",26,https://media-cdn.incrowdsports.com/02dfdeac-8cf8-4698-b707-419a7a4c66b4.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
152,9.0,6.0,21.725925925925925,8.8,2.4,5.2,46.8%,0.8,1.8,43.8%,1.6,1.6,100%,0.9,2.6,3.4,1.0,1.1,1.1,0.0,0.4,1.8,1.8,9.0,001832,"DOELLMAN, JUSTIN",30,https://media-cdn.cortextech.io/692d07ca-75bf-430b-8b56-dc47e6c0ad69.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2015,E2015
153,10.0,10.0,26.823333333333334,11.8,2.4,5.9,40.7%,1.7,5.0,34%,1.9,2.3,82.6%,0.3,1.7,2.0,4.1,1.3,3.4,0.3,1.0,2.6,3.8,9.1,003367,"RICE, TYRESE",28,https://media-cdn.incrowdsports.com/adaff847-6d43-4afd-8908-1444bfaf8534.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
153,10.0,6.0,22.278333333333332,7.7,2.4,4.7,51.1%,0.4,2.4,16.7%,1.7,2.3,73.9%,1.0,2.4,3.4,1.8,1.0,1.0,0.3,0.3,1.8,2.9,9.1,001433,"STRAWBERRY, DJ",30,https://media-cdn.incrowdsports.com/ef5600c8-bd23-419f-9f6a-2ec41f3fa341.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2015,E2015
155,10.0,0.0,15.625,8.2,1.9,3.0,63.3%,0.9,2.6,34.6%,1.7,2.9,58.6%,0.6,2.0,2.6,0.9,1.1,0.6,0.0,0.4,1.6,3.1,9.3,003514,"DRAGIC, ZORAN",26,https://media-cdn.incrowdsports.com/8aead82c-d9c3-4e12-b834-bfee6ed97988.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
155,10.0,6.0,19.6,9.9,2.8,4.6,60.9%,1.4,2.9,48.3%,0.1,0.2,50%,0.9,3.2,4.1,0.4,0.4,1.1,0.2,0.3,1.6,0.7,9.3,004902,"HARANGODY, LUKE",27,https://media-cdn.cortextech.io/bfbd8377-8344-4b26-a079-a281e818f4b1.png,DAR,DDI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png,2015,E2015
155,10.0,4.0,26.78,10.7,2.0,4.5,44.4%,1.6,5.9,27.1%,1.9,2.7,70.4%,0.7,3.3,4.0,2.8,0.6,2.2,0.3,0.3,1.9,2.9,9.3,CPR,"SIMON, KRUNOSLAV",30,https://media-cdn.incrowdsports.com/f075df2b-2237-4157-a9ce-dc9c4233d293.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
158,10.0,0.0,20.226666666666667,7.0,1.6,2.7,59.3%,0.6,1.9,31.6%,2.0,2.7,74.1%,0.2,3.3,3.5,2.6,0.8,1.7,0.1,0.1,3.1,3.4,9.4,001844,"HACKETT, DANIEL",28,https://media-cdn.cortextech.io/923cef2e-6352-41a8-8db1-791d21db3100.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2015,E2015
159,9.0,5.0,21.55740740740741,10.4,4.7,7.9,59.2%,0.0,0.0,0%,1.1,2.3,47.6%,1.6,3.4,5.0,0.9,0.7,2.7,0.8,0.3,3.1,2.2,9.4,BBE,"TRAORE, ALI",30,https://media-cdn.cortextech.io/29764daa-9c80-4407-a0f1-c7d0d3865119.png,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
160,10.0,6.0,26.28333333333333,8.7,1.5,3.5,42.9%,1.6,4.1,39%,0.9,1.0,90%,0.8,1.6,2.4,3.9,0.8,2.9,0.1,0.3,1.7,3.1,9.5,002898,"CAMPBELL, LOUIS",36,https://media-cdn.cortextech.io/915c9557-0658-4f20-9b7a-dff2f70c2b7d.png,STR,SIG,Strasbourg Illkirch-Graffenstaden Basket,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png,2015,E2015
161,9.0,4.0,26.814814814814817,10.9,2.9,7.9,36.6%,0.8,2.6,30.4%,2.8,3.2,86.2%,1.1,3.8,4.9,0.8,0.4,1.0,1.4,0.9,2.3,2.6,9.6,006195,"ALEXANDER, JOE",29,https://media-cdn.cortextech.io/0ecb7186-aa2c-4d0b-b18b-fc674023c693.png,SAS,DSS,Polisportiva Dinamo,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png,2015,E2015
162,8.0,4.0,20.514583333333334,8.0,1.8,4.0,43.8%,0.5,1.2,40%,3.0,3.4,88.9%,0.2,1.4,1.6,4.0,0.6,2.0,0.0,0.8,1.6,3.2,9.8,001926,"SLOUKAS, KOSTAS",25,https://media-cdn.cortextech.io/0a26c0f0-41a7-4ffc-8de1-e7cecbcc8338.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
163,10.0,0.0,22.881666666666668,7.1,0.7,1.5,46.7%,1.1,3.4,32.4%,2.4,3.0,80%,0.2,1.6,1.8,4.5,1.0,2.4,0.4,0.3,2.1,3.5,9.8,JKO,"DIAMANTIDIS, DIMITRIS",35,,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
163,10.0,8.0,16.369999999999997,6.9,2.8,5.0,56%,0.0,0.0,0%,1.3,2.4,54.2%,1.8,3.2,5.0,0.4,0.6,1.6,0.6,0.5,1.7,3.4,9.8,JYB,"ERDEN, SEMIH",29,https://media-cdn.incrowdsports.com/1de27e98-3602-4efc-9d35-b7f180502d9e.png,DAR,DDI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png,2015,E2015
163,10.0,10.0,28.07,11.1,1.8,3.7,48.6%,1.9,4.9,38.8%,1.8,2.4,75%,0.1,2.5,2.6,2.1,1.2,1.6,0.2,0.2,1.9,1.8,9.8,005918,"FELDEINE, JAMES",27,https://media-cdn.cortextech.io/b2ca768d-5853-43d6-9d23-346294da7259.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
163,10.0,5.0,18.111666666666668,6.4,1.1,2.3,47.8%,1.0,1.6,62.5%,1.2,1.3,92.3%,2.0,3.0,5.0,0.9,0.5,1.0,0.4,0.1,1.9,1.5,9.8,JLX,"KURBANOV, NIKITA",29,https://media-cdn.incrowdsports.com/cf7bb2be-da56-4f87-ac38-d91749bb9e17.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
163,10.0,10.0,24.283333333333335,7.4,1.0,2.3,43.5%,1.6,3.1,51.6%,0.6,0.9,66.7%,1.6,3.3,4.9,1.2,0.9,0.9,0.3,0.3,2.1,1.5,9.8,LHI,"VORONTSEVICH, ANDREY",28,https://media-cdn.incrowdsports.com/a09676f1-c672-4835-92fd-da0b236af387.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
168,10.0,2.0,23.643333333333334,9.3,2.2,4.6,47.8%,1.2,3.5,34.3%,1.3,1.7,76.5%,0.2,3.3,3.5,1.9,0.8,1.2,0.0,0.1,2.2,3.0,9.9,006598,"HANLAN, OLIVIER",22,https://media-cdn.incrowdsports.com/6c9331a0-bfbe-49bb-92e4-81eb189b2732.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2015,E2015
169,9.0,8.0,27.32962962962963,9.6,1.9,4.3,43.6%,1.3,3.7,36.4%,1.8,2.0,88.9%,0.4,2.3,2.8,2.2,1.0,1.2,0.3,0.1,1.9,2.3,10.0,002821,"BOGDANOVIC, BOGDAN",23,https://media-cdn.cortextech.io/e91c1a57-a13d-4e5c-b446-3d3ad0750bb6.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
169,9.0,7.0,19.49074074074074,9.7,3.6,6.8,52.5%,0.0,0.0,0%,2.6,2.9,88.5%,1.4,2.4,3.9,1.3,0.3,1.0,0.1,0.3,2.9,2.4,10.0,JNL,"BOROVNJAK, DEJAN",29,https://media-cdn.cortextech.io/f9f69bf5-7510-498e-8978-a6478ee41ea1.png,GSS,ZGA,GSS Akcyjna,https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png,2015,E2015
171,10.0,3.0,18.686666666666667,8.9,3.1,5.6,55.4%,0.6,0.9,66.7%,0.9,1.3,69.2%,1.3,2.6,3.9,0.9,1.1,0.6,0.6,0.5,2.5,1.5,10.1,004123,"BRYANT, JOHN",28,https://media-cdn.cortextech.io/a17d31e7-0594-4bd5-a0e2-e330b10328ed.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2015,E2015
171,10.0,9.0,18.044999999999998,5.3,1.4,2.3,60.9%,0.6,1.6,37.5%,0.7,1.0,70%,2.1,3.4,5.5,1.2,0.7,0.7,1.0,0.0,1.5,0.8,10.1,005800,"HONEYCUTT, TYLER",25,https://media-cdn.cortextech.io/f7338015-6e4b-4dff-ade7-0f47f1e89941.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
173,8.0,8.0,23.714583333333334,9.9,1.2,3.2,38.5%,1.9,3.0,62.5%,1.8,2.1,82.4%,1.0,2.8,3.8,1.5,0.9,0.2,0.1,0.4,3.6,1.9,10.2,003362,"MOLDOVEANU, VLAD",27,https://media-cdn.cortextech.io/342b5a8a-f219-4ddf-8f2c-37b8caa50b9c.png,GSS,ZGA,GSS Akcyjna,https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png,2015,E2015
174,10.0,10.0,29.705000000000002,13.0,2.0,4.9,40.8%,2.5,6.0,41.7%,1.5,1.8,83.3%,0.4,1.0,1.4,3.2,0.4,2.2,0.0,0.5,2.1,3.8,10.3,003601,"HAYNES, MARQUEZ",29,https://media-cdn.cortextech.io/a3359b02-fcdc-4b5f-abff-e64dee73786e.png,SAS;PAN,DSS;PAO,Polisportiva Dinamo;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
175,10.0,0.0,21.49833333333333,10.4,2.4,5.7,42.1%,1.2,3.8,31.6%,2.0,2.3,87%,0.5,2.4,2.9,2.6,0.7,1.0,0.1,0.3,1.7,2.9,10.4,005985,"JAMES, MIKE",25,https://media-cdn.cortextech.io/feff360e-eb96-423c-9538-cc5845b0bdc7.png,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2015,E2015
176,10.0,10.0,25.185,9.2,1.0,1.9,52.6%,2.1,4.1,51.2%,0.9,1.2,75%,1.3,2.4,3.7,1.6,1.3,1.4,0.1,0.1,2.1,1.4,10.5,005195,"BROEKHOFF, RYAN",25,https://media-cdn.cortextech.io/d80658e8-b728-4978-8736-c5edfa156994.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
176,10.0,5.0,20.259999999999998,10.5,1.3,2.2,59.1%,2.0,5.1,39.2%,1.9,2.0,95%,0.4,0.9,1.3,2.2,0.3,1.2,0.0,0.2,0.7,2.4,10.5,000229,"JACKSON, EDWIN",26,https://media-cdn.cortextech.io/b6d8b256-85dc-407d-a292-9d54802109cf.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
178,10.0,10.0,24.943333333333335,7.5,2.4,3.8,63.2%,0.4,2.0,20%,1.5,2.3,65.2%,0.4,3.1,3.5,1.8,1.4,0.6,1.1,0.1,2.4,2.2,10.6,005099,"HANGA, ADAM",26,https://media-cdn.incrowdsports.com/f9dd2a24-1b86-4538-aca2-c93136cf6f50.png,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2015,E2015
178,10.0,8.0,19.941666666666666,7.1,1.7,3.1,54.8%,0.6,1.7,35.3%,1.9,2.5,76%,0.4,1.8,2.2,3.6,1.2,1.5,0.3,0.2,1.3,2.3,10.6,002939,"SATORANSKY, TOMAS",24,https://media-cdn.cortextech.io/8bc8bebe-90c0-4d43-8340-2210a16a5d1f.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2015,E2015
178,10.0,6.0,28.528333333333336,9.2,0.6,1.7,35.3%,2.4,5.1,47.1%,0.8,1.0,80%,0.8,1.3,2.1,4.7,0.2,2.0,0.0,0.0,2.0,2.4,10.6,BGQ,"SCHAFFARTZIK, HEIKO",31,,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
181,9.0,8.0,19.651851851851852,9.2,3.6,6.1,58.2%,0.0,0.0,0%,2.1,2.4,86.4%,1.9,3.2,5.1,1.2,0.3,1.7,0.8,0.2,4.0,2.8,10.7,003496,"VARNADO, JARVIS",27,https://media-cdn.cortextech.io/1f6e202b-c95d-4b70-a965-86b5ac945ebc.png,SAS,DSS,Polisportiva Dinamo,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png,2015,E2015
182,10.0,8.0,27.360000000000003,9.7,2.3,3.7,62.2%,1.4,4.3,32.6%,0.9,1.0,90%,0.9,3.7,4.6,1.3,0.8,0.8,0.7,0.0,2.2,1.0,10.7,005881,"GABRIEL, KENNY",26,https://media-cdn.incrowdsports.com/f8f87632-571c-444e-955a-72949427c44f.png,KSK,KSK,Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png,2015,E2015
182,10.0,10.0,27.248333333333335,10.1,2.6,4.7,55.3%,1.1,3.2,34.4%,1.6,1.8,88.9%,0.3,2.5,2.8,4.3,1.1,3.4,0.1,0.3,2.2,2.6,10.7,002543,"WESTERMANN, LEO",23,https://media-cdn.incrowdsports.com/d16e0a60-9556-4a0b-baaa-53b11e2315a4.png,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
182,10.0,10.0,30.39166666666667,9.7,2.9,5.0,58%,0.7,2.4,29.2%,1.8,2.3,78.3%,0.7,4.0,4.7,2.0,0.6,1.1,0.3,0.2,2.8,1.8,10.7,THC,"WHITE, JAMES",33,https://media-cdn.cortextech.io/eafa5560-5d37-492d-8885-534191ea6159.png,CED,CED,KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png,2015,E2015
185,10.0,9.0,24.916666666666664,9.7,2.6,4.9,53.1%,1.0,2.3,43.5%,1.5,2.1,71.4%,0.3,2.3,2.6,2.7,0.4,2.1,0.0,0.1,1.2,3.0,10.8,ABN,"ZISIS, NIKOS",32,https://media-cdn.cortextech.io/783445c0-6d6d-4b50-aa4e-97abb296fcec.png,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png,2015,E2015
186,9.0,6.0,17.107407407407408,9.9,4.0,6.9,58.1%,0.0,0.0,0%,1.9,3.1,60.7%,1.9,3.0,4.9,0.6,0.6,1.9,0.6,0.3,2.2,3.1,11.0,005154,"IVERSON, COLTON",26,https://media-cdn.incrowdsports.com/b4f65400-5599-4de7-b4ee-1355447b42a1.png,KSK,KSK,Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png,2015,E2015
186,7.0,3.0,22.12142857142857,5.9,0.9,2.1,40%,0.9,3.3,26.1%,1.6,2.6,61.1%,0.4,3.7,4.1,4.4,0.6,1.6,0.1,0.1,0.9,3.1,11.0,TFH,"PRELDZIC, EMIR",28,https://media-cdn.cortextech.io/36206775-5d1e-4296-b2d7-ffe2873bbd00.png,DAR,DDI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png,2015,E2015
188,10.0,9.0,27.21,8.6,1.6,4.1,39%,1.4,3.6,38.9%,1.2,1.4,85.7%,0.7,2.4,3.1,3.0,1.2,2.0,0.4,0.1,1.6,3.4,11.1,003650,"BOUNGOU-COLO, NOBEL",27,https://media-cdn.incrowdsports.com/6c0fe3f7-987f-422a-b436-0f1107dad719.png,LMG,LIM,Limoges Cercle Saint-Pierre,https://media-cdn.incrowdsports.com/bb6b25c9-7720-4603-96c8-f5f6205e8a19.png,2015,E2015
188,10.0,9.0,31.083333333333332,11.8,0.9,1.6,56.2%,2.9,5.6,51.8%,1.3,1.5,86.7%,0.6,1.2,1.8,2.2,0.6,1.0,0.1,0.1,2.5,1.8,11.1,004997,"DIEBLER, JON",27,https://media-cdn.incrowdsports.com/5c9a373e-3dda-43b7-83a3-188f09c5a4af.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
188,10.0,5.0,23.46,9.4,2.9,5.3,54.7%,0.3,2.1,14.3%,2.7,3.2,84.4%,1.7,3.1,4.8,1.2,0.4,1.0,0.2,0.4,1.6,2.8,11.1,005856,"THOMAS, WILL",29,https://media-cdn.incrowdsports.com/6c821d3c-09c7-4ef4-bc07-6573f1c22c74.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
191,9.0,9.0,30.127777777777776,12.7,2.3,5.6,42%,2.1,5.1,41.3%,1.7,2.2,75%,1.0,4.4,5.4,1.9,0.6,1.7,0.1,0.9,2.7,2.4,11.1,001274,"SMITH, DEVIN",32,https://media-cdn.cortextech.io/74273a8a-49f9-405e-851b-1880c3b5ca65.png,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2015,E2015
192,9.0,9.0,24.585185185185185,11.2,3.0,6.1,49.1%,1.3,4.4,30%,1.2,1.4,84.6%,1.6,4.2,5.8,1.7,1.0,1.2,0.2,0.8,2.7,2.4,11.2,KOD,"SAVANOVIC, DUSKO",32,https://media-cdn.cortextech.io/b74cfb4c-360c-4237-9caf-1c14fad6b012.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2015,E2015
193,10.0,4.0,26.839999999999996,10.5,2.1,5.3,39.6%,1.4,4.0,35%,2.1,3.0,70%,0.6,3.0,3.6,3.9,0.9,2.1,0.1,0.4,2.3,3.8,11.3,003024,"GRANGER, JAYSON",26,https://media-cdn.incrowdsports.com/bfa1e332-4bf3-4410-a53c-8f91f276fc3e.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
193,10.0,6.0,22.775,11.9,1.4,3.6,38.9%,2.8,6.5,43.1%,0.7,0.8,87.5%,0.6,2.7,3.3,3.4,1.1,1.6,0.0,0.5,2.1,1.8,11.3,001324,"MUHAMMED, ALI",32,https://media-cdn.incrowdsports.com/93cf69a1-3126-488e-9d3d-7b8118a9b6ae.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
195,6.0,4.0,14.652777777777779,8.5,3.7,6.8,53.7%,0.0,0.0,0%,1.2,1.7,70%,0.8,3.2,4.0,1.0,1.0,0.5,0.8,0.2,1.5,2.0,11.5,002934,"DAVIS, PAUL",31,,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
195,10.0,10.0,27.01,10.1,2.6,4.9,53.1%,1.1,2.5,44%,1.6,2.0,80%,0.9,3.3,4.2,4.2,0.6,3.7,0.2,0.4,2.5,2.9,11.5,005945,"RENFROE, ALEX",29,https://media-cdn.incrowdsports.com/8093064d-dbbe-440e-9b42-07076422fe93.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2015,E2015
197,10.0,5.0,25.646666666666665,10.8,2.7,5.9,45.8%,0.9,2.7,33.3%,2.7,2.8,96.4%,1.5,3.3,4.8,1.8,0.3,1.8,0.1,0.2,2.1,3.1,11.7,CCD,"DATOME, LUIGI",28,https://media-cdn.incrowdsports.com/f8f16c97-c272-49fb-9c73-5688cd7bb6f3.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
198,7.0,5.0,24.997619047619047,11.9,3.0,5.9,51.2%,1.4,4.0,35.7%,1.6,1.9,84.6%,0.6,2.4,3.0,3.1,0.7,2.4,0.1,0.4,1.0,2.4,11.7,005181,"RAGLAND, JOE",26,https://media-cdn.incrowdsports.com/9cf9c59b-3c77-4f81-9145-6ed5959bc10c.png,KSK,KSK,Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png,2015,E2015
199,10.0,9.0,30.636666666666667,9.9,2.4,4.8,50%,1.3,4.2,31%,1.2,1.6,75%,0.8,4.8,5.6,2.2,1.0,1.2,0.1,0.2,2.3,2.4,11.8,001761,"BABIC, LUKA",24,https://media-cdn.cortextech.io/e10c0f2b-84b1-450e-9f8b-e0460ff03e69.png,CED,CED,KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png,2015,E2015
199,10.0,1.0,24.4,10.6,1.8,3.1,58.1%,1.8,4.1,43.9%,1.6,1.8,88.9%,0.4,1.8,2.2,3.3,0.8,1.3,0.1,0.1,1.9,1.9,11.8,000046,"STRELNIEKS, JANIS",26,https://media-cdn.incrowdsports.com/c7e70554-2bee-4d2d-ace6-15e5f07dd0c9.png,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png,2015,E2015
199,10.0,10.0,19.683333333333334,11.1,4.9,7.7,63.6%,0.0,0.0,0%,1.3,1.6,81.2%,1.7,2.5,4.2,1.3,0.4,1.0,0.4,0.5,3.2,2.2,11.8,TFX,"VOUGIOUKAS, IAN",30,https://media-cdn.incrowdsports.com/2efb3a08-d196-451e-910f-081f34ad7ad9.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2015,E2015
202,10.0,6.0,24.175,7.6,2.2,5.6,39.3%,0.6,2.0,30%,1.4,1.6,87.5%,0.5,2.4,2.9,7.4,1.4,2.1,0.2,0.2,2.5,2.2,11.9,004863,"JOVIC, STEFAN",25,https://media-cdn.cortextech.io/8f6a1334-5d45-4d52-bd52-665090df1438.png,RED,CZT,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2015,E2015
